1739282054.5119505,195.22,473.25,587.5759562471864,445.66507157366743
1739282054.5119505,223.8,3495.5,358.0613535735992,652.2912877317824
1739282054.5119505,225.55,3231.75,369.2977010822148,626.3151119546569
1739282054.5119505,227.27,3140.75,369.293253036382,613.1138252917092
1739282054.5119505,229.0,3060.25,369.04000071232616,600.7704643468201
1739282054.5119505,230.75,2992.0,368.3017208906101,589.3054343059048
1739282054.5119505,232.48,2927.25,367.8278610365995,578.280743531542
1739282054.5119505,234.25,2869.0,367.15942457423796,567.62122907138
1739282054.5119505,236.02,2816.0,366.48806683940643,557.3872201660685
1739282054.5119505,237.73,2769.25,365.8484191215826,547.8529431466886
1739282054.5119505,239.47,2720.25,365.687649438789,538.1858277808552
1739282054.5119505,241.19,2680.25,365.15044170377763,529.1630194485606
1739282054.5119505,242.97,2643.25,364.5475651719753,520.1243379109944
1739282054.5119505,244.69,2610.25,364.03132540640087,511.5922722931124
1739282054.5119505,246.41,2578.75,363.67494593301177,503.19876183964163
1739282054.5119505,248.14,2550.75,363.26580506531525,494.9746101525387
1739282054.5119505,249.92,2524.0,362.9423473428875,486.65696346341593
1739282054.5129569,251.66,2502.75,362.43745878870266,478.7503310356892
1739282054.5129569,253.36,2485.25,361.8825080574088,471.1669562084119
1739282054.5129569,255.09,2465.0,361.7993625365614,463.42480833247737
1739282054.5129569,256.84,2449.25,361.50719963270683,455.7623510799755
1739282054.5129569,258.58,2442.75,360.56112726549327,448.366329699789
1739282054.5129569,260.39,0.0,600.0,400.0
1739282054.5129569,262.16,2044.25,397.48579079194275,427.88504426812386
1739282054.5129569,263.88,2041.75,396.9886361206927,421.7673324241512
1739282054.5129569,265.64,2045.0,396.091808841962,415.5466902798324
1739282054.5159626,267.38,2040.75,396.1383248503412,409.3286135183638
1739282054.5159626,269.08,2045.5,395.47636881097037,403.2843241700235
1739282054.5159626,279.41,2485.0,354.8439052555318,359.37070995400813
1739282054.5159626,281.16,2496.75,355.0462250573356,351.6755365644011
1739282054.5159626,282.86,2519.5,354.36970855690095,343.9236018847661
1739282054.5159626,284.62,2541.5,354.07909166003856,335.8507261050582
1739282054.5159626,286.34,2561.75,354.17213476876583,327.9285680671309
1739282054.5189836,288.06,2578.25,354.87742076459836,320.0709578814794
1739282054.5189836,289.8,2619.75,353.5127605532167,311.25913334373996
1739282054.5189836,291.55,2651.5,353.38467940400074,302.60695021033325
1739282054.5189836,293.27,2687.5,353.1119088077491,293.8264019285076
1739282054.5189836,294.98,2729.75,352.56037719736014,284.722145698806
1739282054.5189836,296.73,0.0,600.0,400.0
1739282054.5189836,298.17,0.0,600.0,400.0
1739282054.5189836,299.8,4995.5,166.50776776955155,151.73665776868515
1739282054.5189836,301.52,5087.25,166.33344333751495,134.04052327938444
1739282054.5264769,303.25,5211.5,164.16946987994004,114.25698343569707
1739282054.5264769,304.95,5300.25,165.56380443683503,96.3691507609883
1739282054.5264769,306.67,5451.0,162.78158584012857,74.46341477565517
1739282054.5264769,308.31,0.0,600.0,400.0
1739282054.5264769,324.52,368.75,578.5970589472881,369.97201739553356
1739282054.5264769,325.95,360.0,579.843018160179,370.17222631323074
1739282054.5264769,327.81,350.5,581.3278632924946,370.33767017282304
1739282054.5264769,330.05,345.0,582.7760799308642,370.1070814832004
1739282054.5264769,331.97,338.5,584.092740575872,370.12054890709186
1739282054.5264769,333.36,328.5,585.2706113514424,370.63730921663097
1739282054.5264769,335.7,321.75,586.7595255118806,370.67559957425453
1739282054.5264769,336.84,318.0,587.4930556712515,370.7627575931384
1739282054.5264769,339.38,314.25,588.9331088665174,370.5881903712192
1739282054.5264769,340.5,316.5,589.4350129052511,370.16539680693256
1739282054.5264769,342.12,334.0,589.7453840389521,368.2131654376938
1739282054.5264769,343.69,356.5,589.9882599760614,365.78468819821944
1739282054.5264769,345.12,384.25,590.1326348872304,362.86355252947186
1739282054.5264769,347.59,463.75,590.0337442036846,354.7085618421935
1739282054.5264769,349.58,457.5,591.7255422053138,355.0044907995925
1739282054.5264769,351.27,453.0,593.1244396723919,355.22482082468656
1739282054.5264769,352.89,448.75,594.4456117082991,355.4700730327904
1739282054.5264769,354.61,444.25,595.8269574588013,355.77143071555054
1739282054.5264769,356.39,441.25,597.2216822993706,355.96255484528683
1739282054.5264769,358.08,437.5,598.534197799328,356.27456205012345
1739282054.5284734,359.81,435.75,599.8555000927413,356.42523959013886
1739282054.5284734,1.58,441.5,601.2173350261779,355.8667858021417
1739282054.5284734,3.0,477.75,602.5003503095066,352.29047397710025
1739282054.5284734,6.47,0.0,600.0,400.0
1739282054.5284734,8.06,492.0,606.8983335132425,351.28600822412443
1739282054.5284734,9.88,484.5,608.31330399559,352.268548349365
1739282054.5284734,11.92,470.0,609.7076496342071,354.0134635074626
1739282054.5284734,13.44,461.5,610.7265047874183,355.1138707945819
1739282054.53049,15.52,456.75,612.2214758052628,355.99044246823905
1739282054.53049,16.86,468.0,613.5735977948393,355.2116371933073
1739282054.53049,18.77,465.25,614.9703486304804,355.9492986788874
1739282054.53049,27.98,0.0,600.0,400.0
1739282054.53049,29.56,0.0,600.0,400.0
1739282054.53049,35.78,483.5,628.2690132679686,360.7751942151983
1739282054.5380425,39.22,502.75,631.7888709775176,361.05075986652963
1739282054.5380425,42.89,471.25,632.0729453953389,365.4733175838221
1739282054.5380425,64.53,366.5,633.0880075993424,384.23909098097903
1739282054.5380425,73.69,0.0,600.0,400.0
1739282054.5380425,71.2,361.75,634.2450369846853,388.34203847503625
1739282054.5380425,80.34,1614.75,759.1854228269892,372.90430321263756
